Tanggal,Sumber,Judul,Link,Sentimen_Draft
13-06-2020,Bisnis.com,Pramono Edhie Meninggal Dunia karena Serangan Jantung13 Jun 2020 | 20:38 WIB,https://kabar24.bisnis.com/read/20200613/15/1252322/pramono-edhie-meninggal-dunia-karena-serangan-jantung,Neutral
19-05-2024,Bisnis.com,"Helikopter Pengangkut Presiden Iran Kecelakaan, Nasib Raisi Belum Diketahui",https://kabar24.bisnis.com/read/20240519/19/1766781/helikopter-pengangkut-presiden-iran-kecelakaan-nasib-raisi-belum-diketahui,Neutral
05-03-2018,CNBC Indonesia,INTERNASIONALMenkeu Korsel Akan Berbicara dengan AS tentang Cekcok DagangNews7 tahun yang lalu,https://www.cnbcindonesia.com/news/20180305192749-4-6318/menkeu-korsel-akan-berbicara-dengan-as-tentang-cekcok-dagang,Neutral
12-12-2023,Bisnis.com,Momen Prabowo Mencibir Anies saat Disebut Tak Tahan Godaan Kekuasaan,https://kabar24.bisnis.com/read/20231212/15/1723419/momen-prabowo-mencibir-anies-saat-disebut-tak-tahan-godaan-kekuasaan,Neutral
05-10-2018,Bisnis.com,Prabowo-Sandi Minta Pemerintah Turunkan Standar Kemewahan Acara IMF-WB05 Okt 2018 | 23:50 WIB,https://kabar24.bisnis.com/read/20181005/15/846188/prabowo-sandi-minta-pemerintah-turunkan-standar-kemewahan-acara-imf-wb,Neutral
21-07-2022,Bisnis.com,"Digenjot Pemerintah, Penjualan Mobil Listrik Malah Turun 36 Persen21 Jul 2022 | 20:54 WIB",https://otomotif.bisnis.com/read/20220721/46/1557812/digenjot-pemerintah-penjualan-mobil-listrik-malah-turun-36-persen,Negative
13-07-2018,Bisnis.com,"Setelah Rahmad Darmawan, Sriwijaya FC Lepas 9 Pemain13 Jul 2018 | 22:12 WIB",https://bola.bisnis.com/read/20180713/398/816495/setelah-rahmad-darmawan-sriwijaya-fc-lepas-9-pemain,Neutral
23-06-2020,Bisnis.com,Indonesia Wajib Miliki Cadangan Pangan Memadai di Tengah Pandemi23 Jun 2020 | 22:17 WIB,https://kabar24.bisnis.com/read/20200623/15/1256786/indonesia-wajib-miliki-cadangan-pangan-memadai-di-tengah-pandemi,Neutral
15-11-2023,Bisnis.com,"Bank DKI Gandeng Pasar Jaya, Perkuat Literasi Keuangan Digital",https://finansial.bisnis.com/read/20231115/90/1714799/bank-dki-gandeng-pasar-jaya-perkuat-literasi-keuangan-digital,Neutral
21-10-2021,Bisnis.com,"Wamenkeu: Transisi ke EBT Bukan Pilihan, Wajib!21 Okt 2021 | 23:30 WIB",https://ekonomi.bisnis.com/read/20211021/44/1456910/wamenkeu-transisi-ke-ebt-bukan-pilihan-wajib,Neutral
24-01-2023,Bisnis.com,"Pejabat Ukraina Mundur Berjamaah, Ada Apa?",https://kabar24.bisnis.com/read/20230124/19/1621226/pejabat-ukraina-mundur-berjamaah-ada-apa,Neutral
16-08-2023,CNBC Indonesia,"INTERNASIONALResesi ""Makan Korban"" Baru: BelandaNews2 tahun yang lalu",https://www.cnbcindonesia.com/news/20230816215155-4-463749/resesi-makan-korban-baru-belanda,Negative
14-11-2020,Bisnis.com,"Ekspor Udang Ditarget Melejit 250 Persen, Begini Cara Mencapainya",https://ekonomi.bisnis.com/read/20201114/99/1317721/ekspor-udang-ditarget-melejit-250-persen-begini-cara-mencapainya,Positive
15-05-2023,Bisnis.com,"Prospek Bisnis Pembiayaan Mobil Listrik, Leasing Ungkap Tantangan Pemberian Kredit",https://finansial.bisnis.com/read/20230515/89/1656209/prospek-bisnis-pembiayaan-mobil-listrik-leasing-ungkap-tantangan-pemberian-kredit,Neutral
20-12-2018,Bisnis.com,Denuklirisasi Korea Utara Tergantung Pencabutan Sanksi AS20 Des 2018 | 23:40 WIB,https://kabar24.bisnis.com/read/20181220/19/871866/denuklirisasi-korea-utara-tergantung-pencabutan-sanksi-as,Neutral
15-10-2021,CNBC Indonesia,"Era Mobil Listrik Datang, Industri Ini Ditendang!News4 tahun yang lalu",https://www.cnbcindonesia.com/news/20211015200405-4-284313/era-mobil-listrik-datang-industri-ini-ditendang,Neutral
05-11-2020,Bisnis.com,"Pola Konsumsi Berubah, Operator Seluler Siapkan Strategi05 Nov 2020 | 21:33 WIB",https://teknologi.bisnis.com/read/20201105/101/1314211/pola-konsumsi-berubah-operator-seluler-siapkan-strategi,Neutral
13-08-2024,Bisnis.com,Jateng Berharap Penerbangan Langsung ke Karimunjawa,https://semarang.bisnis.com/read/20240813/535/1790653/jateng-berharap-penerbangan-langsung-ke-karimunjawa,Neutral
21-07-2020,Bisnis.com,"Periksa Saksi di Kantor PT Dirgantara Indonesia, KPK Konfirmasi Pengeluaran Fiktif21 Jul 2020 | 21:30 WIB",https://kabar24.bisnis.com/read/20200721/16/1269296/periksa-saksi-di-kantor-pt-dirgantara-indonesia-kpk-konfirmasi-pengeluaran-fiktif-,Neutral
12-03-2025,Bisnis.com,Pasifik Satelit Kembangkan Edukasi Teknologi Antariksa di RI,https://teknologi.bisnis.com/read/20250312/84/1861040/pasifik-satelit-kembangkan-edukasi-teknologi-antariksa-di-ri,Neutral
15-04-2023,Bisnis.com,"Hapus Kredit Macet UMKM, Menteri Teten Siapkan Skema Restrukturisasi",https://finansial.bisnis.com/read/20230415/90/1647274/hapus-kredit-macet-umkm-menteri-teten-siapkan-skema-restrukturisasi,Neutral
01-07-2019,Bisnis.com,Ari Askhara Diminta Mundur dari Jabatan Komisaris Sriwijaya Air01 Jul 2019 | 22:47 WIB,https://market.bisnis.com/read/20190701/192/1118820/ari-askhara-diminta-mundur-dari-jabatan-komisaris-sriwijaya-air,Neutral
17-03-2024,Bisnis.com,"Jelang Lebaran 2024, Begini Ramalan Premi Asuransi Kendaraan dari Allianz Utama Indonesia",https://finansial.bisnis.com/read/20240317/215/1750065/jelang-lebaran-2024-begini-ramalan-premi-asuransi-kendaraan-dari-allianz-utama-indonesia,Neutral
02-06-2018,CNBC Indonesia,15 Negara Ini Terdampak Aturan Tarif Aluminium ASNews7 tahun yang lalu,https://www.cnbcindonesia.com/news/20180602195222-16-17605/15-negara-ini-terdampak-aturan-tarif-aluminium-as,Neutral
26-09-2025,CNBC Indonesia,VIDEOVideo: AS Turunkan Tarif Impor Mobil Eropa Jadi 15%News5 bulan yang lalu,https://www.cnbcindonesia.com/news/20250926184005-8-670612/video-as-turunkan-tarif-impor-mobil-eropa-jadi-15,Neutral
13-10-2021,Bisnis.com,Hotel Karantina di Bali Belum Terima Kepastian Kunjungan Turis Asing,https://bali.bisnis.com/read/20211013/561/1454139/hotel-karantina-di-bali-belum-terima-kepastian-kunjungan-turis-asing,Neutral
06-10-2019,Bisnis.com,Aplikasi BeUJEK Ramaikan Kompetisi Transportasi Online,https://ekonomi.bisnis.com/read/20191006/98/1155995/aplikasi-beujek-ramaikan-kompetisi-transportasi-online,Neutral
25-05-2018,Bisnis.com,"Film Terbaru 007 Digarap Sutradara Danny Boyle, Pemenang Oscar",https://lifestyle.bisnis.com/read/20180525/254/799911/film-terbaru-007-digarap-sutradara-danny-boyle-pemenang-oscar,Neutral
30-03-2022,CNBC Indonesia,"VIDEOBendung Antrean Mengular, Bandara Soetta Tambah Fasilitas PCRNews3 tahun yang lalu",https://www.cnbcindonesia.com/news/20220330202347-8-327447/bendung-antrean-mengular-bandara-soetta-tambah-fasilitas-pcr,Neutral
07-04-2019,Bisnis.com,"4 Jam Lagi, PSG Pastikan Raih Gelar Juara Ke-8 Liga Prancis",https://bola.bisnis.com/read/20190407/396/908915/4-jam-lagi-psg-pastikan-raih-gelar-juara-ke-8-liga-prancis,Neutral
23-02-2021,Bisnis.com,"Everton Bakal Punya Stadion Tepi Laut, Goodison Park Jadi Perumahan",https://bola.bisnis.com/read/20210223/399/1360114/everton-bakal-punya-stadion-tepi-laut-goodison-park-jadi-perumahan,Neutral
05-01-2024,Bisnis.com,"Jokowi Buka 2,3 Juta Lowongan CASN 2024, Ini Formasinya!05 Jan 2024 | 18:48 WIB",https://kabar24.bisnis.com/read/20240105/15/1729804/jokowi-buka-23-juta-lowongan-casn-2024-ini-formasinya,Neutral
24-02-2019,Bisnis.com,Suplai Bahan Baku Dorong Utilisasi Industri Pengolahan Ikan,https://ekonomi.bisnis.com/read/20190224/257/892816/suplai-bahan-baku-dorong-utilisasi-industri-pengolahan-ikan,Positive
27-12-2023,Bisnis.com,Prabowo: Gibran Wakil yang Saya Pilih dengan Penuh Risiko27 Des 2023 | 21:55 WIB,https://kabar24.bisnis.com/read/20231227/15/1727677/prabowo-gibran-wakil-yang-saya-pilih-dengan-penuh-risiko,Neutral
23-10-2025,Bisnis.com,"Istana Sebut Aturan DHE SDA Tak Efektif, BI: Kepatuhan Eksportir 95%23 Okt 2025 | 20:17 WIB",https://ekonomi.bisnis.com/read/20251023/259/1922927/istana-sebut-aturan-dhe-sda-tak-efektif-bi-kepatuhan-eksportir-95,Neutral
25-09-2020,Bisnis.com,"Sambut Piala Dunia U-20, Kawasan Stadion Manahan Mulai Dibenahi",https://bola.bisnis.com/read/20200925/398/1296833/sambut-piala-dunia-u-20-kawasan-stadion-manahan-mulai-dibenahi,Neutral
19-09-2019,CNBC Indonesia,"FOTOAda 9.000 Tiang, Tol Layang Cikampek Jadi Jembatan TerpanjangNews6 tahun yang lalu",https://www.cnbcindonesia.com/news/20190919193938-7-100821/ada-9000-tiang-tol-layang-cikampek-jadi-jembatan-terpanjang,Neutral
21-09-2023,Bisnis.com,"Ancaman Inflasi Impor, Apindo Minta BI Kendalikan Pelemahan Rupiah",https://ekonomi.bisnis.com/read/20230921/9/1697451/ancaman-inflasi-impor-apindo-minta-bi-kendalikan-pelemahan-rupiah,Negative
08-02-2018,Bisnis.com,Krisflyer Luncurkan Dompet Digital Berbasis Blockchain Pertama di Dunia,https://ekonomi.bisnis.com/read/20180208/98/736607/krisflyer-luncurkan-dompet-digital-berbasis-blockchain-pertama-di-dunia,Neutral
01-09-2021,Bisnis.com,"Kinerja Moncer, Ini Rekomendasi Saham Bukit Asam (PTBA)01 Sep 2021 | 21:06 WIB",https://market.bisnis.com/read/20210901/192/1436890/kinerja-moncer-ini-rekomendasi-saham-bukit-asam-ptba,Positive
03-06-2024,CNBC Indonesia,Video: 3 Income Ini Bikin Mimpi Financial Freedome TercapaiMy Money1 tahun yang lalu,https://www.cnbcindonesia.com/mymoney/20240603190538-74-543494/video-3-income-ini-bikin-mimpi-financial-freedome-tercapai,Neutral
14-05-2020,Bisnis.com,Beban Bank Syariah Tak Seberat Bank Konvensional Saat Covid-19. Apa Penyebabnya?,https://finansial.bisnis.com/read/20200514/231/1240912/beban-bank-syariah-tak-seberat-bank-konvensional-saat-covid-19.-apa-penyebabnya,Neutral
31-07-2025,CNBC Indonesia,"Laba Emiten Nikel Vale (INCO) Rp 414,56 Miliar di Semester I-2025Market7 bulan yang lalu",https://www.cnbcindonesia.com/market/20250731154104-17-653973/laba-emiten-nikel-vale--inco--rp-41456-miliar-di-semester-i-2025,Positive
15-07-2023,Bisnis.com,10 Politeknik Terbaik di Indonesia Versi Webometrics Tahun 2023,https://kabar24.bisnis.com/read/20230715/79/1675187/10-politeknik-terbaik-di-indonesia-versi-webometrics-tahun-2023,Neutral
31-05-2019,Bisnis.com,Lampu Colok Warisan Budaya Masyarakat Melayu,https://sumatra.bisnis.com/read/20190531/533/929711/lampu-colok-warisan-budaya-masyarakat-melayu,Neutral
25-01-2024,Bisnis.com,"Bidik Pertumbuhan Double Digit pada 2024, Begini Strategi Adira Finance (ADMF)",https://finansial.bisnis.com/read/20240125/89/1735628/bidik-pertumbuhan-double-digit-pada-2024-begini-strategi-adira-finance-admf,Neutral
21-03-2022,Bisnis.com,"Uang Nasabah Dikabarkan Hilang, DBS Indonesia Angkat Bicara",https://finansial.bisnis.com/read/20220321/90/1513457/uang-nasabah-dikabarkan-hilang-dbs-indonesia-angkat-bicara,Neutral
21-11-2018,Bisnis.com,325 Kendaraan Kena Razia Gabungan Pajak Kendaraan di Daan Mogot21 Nov 2018 | 22:30 WIB,https://kabar24.bisnis.com/read/20181121/78/862064/325-kendaraan-kena-razia-gabungan-pajak-kendaraan-di-daan-mogot,Neutral
29-05-2025,Bisnis.com,"Harga Patokan Ekspor Konsentrat Tembaga Naik Tipis, Ini Penyebabnya29 Mei 2025 | 21:08 WIB",https://market.bisnis.com/read/20250529/94/1880999/harga-patokan-ekspor-konsentrat-tembaga-naik-tipis-ini-penyebabnya,Positive
26-06-2025,Bisnis.com,F1 the Movie' Kisah Comeback-nya Sang Juara Lintasan,https://lifestyle.bisnis.com/read/20250626/254/1888446/f1-the-movie-kisah-comeback-nya-sang-juara-lintasan,Neutral
07-06-2025,Bisnis.com,Kolaborasi PNM dan BAZNAS Salurkan Hewan Kurban untuk Masyarakat 3T07 Jun 2025 | 20:05 WIB,https://market.bisnis.com/read/20250607/192/1883098/kolaborasi-pnm-dan-baznas-salurkan-hewan-kurban-untuk-masyarakat-3t,Neutral
18-07-2025,Bisnis.com,Eks Direktur PPI Charles Sitorus Divonis 4 Tahun Pidana di Kasus Gula Impor,https://kabar24.bisnis.com/read/20250718/15/1894494/eks-direktur-ppi-charles-sitorus-divonis-4-tahun-pidana-di-kasus-gula-impor,Neutral
07-07-2021,Bisnis.com,Historia Bisnis : Isyarat Merger BTEL hingga Rumor Telkom Akuisisi07 Jul 2021 | 21:40 WIB,https://market.bisnis.com/read/20210707/192/1415106/historia-bisnis-isyarat-merger-btel-hingga-rumor-telkom-akuisisi,Positive
30-11-2018,Bisnis.com,Potensi Ekspor Kelor Sangat Menjanjikan30 Nov 2018 | 23:39 WIB,https://ekonomi.bisnis.com/read/20181130/12/865266/potensi-ekspor-kelor-sangat-menjanjikan,Positive
06-11-2024,Bisnis.com,Menteri KKP Trenggono Ungkap Utang Nelayan di BLU Capai Rp600 Miliar06 Nov 2024 | 21:35 WIB,https://ekonomi.bisnis.com/read/20241106/12/1813962/menteri-kkp-trenggono-ungkap-utang-nelayan-di-blu-capai-rp600-miliar,Negative
11-09-2025,Bisnis.com,Kilang Minyak Terbesar RI Siap Beroperasi 17 November 2025,https://ekonomi.bisnis.com/read/20250911/44/1910502/kilang-minyak-terbesar-ri-siap-beroperasi-17-november-2025,Positive
14-01-2022,Bisnis.com,Balai Karantina Pertanian Medan Patok Target Ekspor 4 Juta Butir Kecambah Sawit Tahun Ini,https://sumatra.bisnis.com/read/20220114/534/1489278/balai-karantina-pertanian-medan-patok-target-ekspor-4-juta-butir-kecambah-sawit-tahun-ini,Neutral
25-08-2022,Bisnis.com,BBM Direncanakan Naik: JT Express Belum Naikkan Tarif,https://ekonomi.bisnis.com/read/20220825/98/1570833/bbm-direncanakan-naik-jt-express-belum-naikkan-tarif,Positive
18-07-2024,Bisnis.com,Ini Alasan Hyundai Berani Pasarkan Ioniq 5 N di Pasar Indonesia,https://otomotif.bisnis.com/read/20240718/46/1783553/ini-alasan-hyundai-berani-pasarkan-ioniq-5-n-di-pasar-indonesia,Neutral
29-05-2024,Bisnis.com,"Klaim Asuransi Kesehatan Melonjak, RS Disinyalir Berlebihan Layani ke Pasien29 Mei 2024 | 20:48 WIB",https://finansial.bisnis.com/read/20240529/215/1769458/klaim-asuransi-kesehatan-melonjak-rs-disinyalir-berlebihan-layani-ke-pasien,Positive
10-08-2023,Bisnis.com,"Puan Temui AHY: Rayakan Ultah, Bukan Bicara Politik10 Agt 2023 | 21:18 WIB",https://kabar24.bisnis.com/read/20230810/15/1683779/puan-temui-ahy-rayakan-ultah-bukan-bicara-politik,Neutral
10-11-2025,Bisnis.com,"Ada Penyesuaian, Biaya Cetak Emas BSI Bakal Naik per 11 Desember 202510 Nov 2025 | 22:52 WIB",https://market.bisnis.com/read/20251110/235/1927701/ada-penyesuaian-biaya-cetak-emas-bsi-bakal-naik-per-11-desember-2025,Positive
26-04-2019,Bisnis.com,Prabowo-Sandi Bakal Gelar Perkara Hasil Kecurangan Pemilu26 Apr 2019 | 21:35 WIB,https://kabar24.bisnis.com/read/20190426/15/916224/prabowo-sandi-bakal-gelar-perkara-hasil-kecurangan-pemilu,Neutral
12-08-2024,Bisnis.com,KPK Resmi Hentikan 'SP3' Kasus Bos Sawit Surya Darmadi,https://kabar24.bisnis.com/read/20240812/16/1790327/kpk-resmi-hentikan-sp3-kasus-bos-sawit-surya-darmadi,Negative
16-06-2019,Bisnis.com,"Hasil GP Catalunya: Marquez Juara, Lorenzo Bikin Rossi dan Vinales Jatuh16 Jun 2019 | 22:07 WIB",https://sport.bisnis.com/read/20190616/401/934335/hasil-gp-catalunya-marquez-juara-lorenzo-bikin-rossi-dan-vinales-jatuh,Neutral
31-05-2020,Bisnis.com,MTI Nilai Kebijakan Ganjil Genap di Normal Baru Berpotensi Bermasalah,https://ekonomi.bisnis.com/read/20200531/98/1246751/-mti-nilai-kebijakan-ganjil-genap-di-normal-baru-berpotensi-bermasalah,Neutral
17-07-2024,CNBC Indonesia,Bank Mega Syariah Bagi-Bagi Hadiah Buat NasabahMarket1 tahun yang lalu,https://www.cnbcindonesia.com/market/20240717174345-17-555484/bank-mega-syariah-bagi-bagi-hadiah-buat-nasabah,Positive
20-09-2018,Bisnis.com,"Liga 1 Jelang Pekan Ke-23, Persib Tak Terusik di Pucuk Klasemen20 Sep 2018 | 23:06 WIB",https://bola.bisnis.com/read/20180920/398/840649/liga-1-jelang-pekan-ke-23-persib-tak-terusik-di-pucuk-klasemen,Neutral
22-09-2025,Bisnis.com,Tiga OPD di Grobogan Jadi Pilot Project Kartu Kredit Indonesia,https://semarang.bisnis.com/read/20250922/535/1913672/tiga-opd-di-grobogan-jadi-pilot-project-kartu-kredit-indonesia,Neutral
20-03-2025,Bisnis.com,PLN Ungkap Titik Kepadatan SPKLU saat Mudik Lebaran Tahun Ini,https://ekonomi.bisnis.com/read/20250320/44/1863298/pln-ungkap-titik-kepadatan-spklu-saat-mudik-lebaran-tahun-ini,Neutral
18-09-2024,Bisnis.com,Wamen Tiko: Ada Ruang Revisi Naik Target Kredit Bank BUMN saat Bunga Acuan Melonggar18 Sep 2024 | 21:09 WIB,https://finansial.bisnis.com/read/20240918/90/1800350/wamen-tiko-ada-ruang-revisi-naik-target-kredit-bank-bumn-saat-bunga-acuan-melonggar,Positive
25-04-2020,Bisnis.com,"Stok Beras Capai 3,3 Juta Ton, Cukup Hingga November25 Apr 2020 | 17:58 WIB",https://ekonomi.bisnis.com/read/20200425/12/1232642/stok-beras-capai-33-juta-ton-cukup-hingga-november,Positive
14-12-2020,Bisnis.com,"Klaster Penjara, 45 Petugas dan 103 Tahanan Rutan Jambe Terpapar Covid-19",https://jakarta.bisnis.com/read/20201214/77/1330932/klaster-penjara-45-petugas-dan-103-tahanan-rutan-jambe-terpapar-covid-19,Neutral
29-08-2023,Bisnis.com,Batu Malin Kundang di Padang Sekarang Tenggelam Jadi Sorotan29 Agt 2023 | 22:54 WIB,https://sumatra.bisnis.com/read/20230829/533/1689608/batu-malin-kundang-di-padang-sekarang-tenggelam-jadi-sorotan,Neutral
08-10-2021,Bisnis.com,"Truk Tronton Hilang Kendali dan Tabrak Rumah Warga, Satu Orang Tewas",https://semarang.bisnis.com/read/20211008/535/1452299/truk-tronton-hilang-kendali-dan-tabrak-rumah-warga-satu-orang-tewas,Neutral
24-02-2023,Bisnis.com,"Proyek Kilang Minyak Lamban, Menteri ESDM: Margin Tipis24 Feb 2023 | 21:00 WIB",https://ekonomi.bisnis.com/read/20230224/44/1631537/proyek-kilang-minyak-lamban-menteri-esdm-margin-tipis,Negative
27-05-2020,Bisnis.com,Rizal Ramli Usul ke Jokowi Agar Sekolah Dibuka Awal Tahun Depan27 Mei 2020 | 23:02 WIB,https://kabar24.bisnis.com/read/20200527/15/1245599/rizal-ramli-usul-ke-jokowi-agar-sekolah-dibuka-awal-tahun-depan,Neutral
12-09-2018,Bisnis.com,PILPRES 2019: Kwik Kian Gie Jadi Tim Pakar Ekonomi Prabowo-Sandiaga Uno,https://kabar24.bisnis.com/read/20180912/15/837694/pilpres-2019-kwik-kian-gie-jadi-tim-pakar-ekonomi-prabowo-sandiaga-uno,Neutral
04-03-2024,Bisnis.com,36 Sapi di Sampang Kedapatan Terjangkit Lumpy Skin Disease,https://surabaya.bisnis.com/read/20240304/531/1746420/36-sapi-di-sampang-kedapatan-terjangkit-lumpy-skin-disease,Neutral
30-07-2024,CNBC Indonesia,VIDEOJokowi Setuju! Makanan & Minuman Cepat Saji Bakal Kena CukaiNews1 tahun yang lalu,https://www.cnbcindonesia.com/news/20240730182909-8-558999/jokowi-setuju-makanan-minuman-cepat-saji-bakal-kena-cukai,Neutral
29-04-2023,Bisnis.com,"Sinopsis Film Hell or High Water, Aksi Dua Bersaudara yang Merampok Banyak Bank",https://lifestyle.bisnis.com/read/20230429/254/1651376/sinopsis-film-hell-or-high-water-aksi-dua-bersaudara-yang-merampok-banyak-bank,Neutral
02-07-2020,Bisnis.com,"Mal Phinisi Point Kembali Dibuka, Kapasitas Pengunjung Dibatasi",https://sulawesi.bisnis.com/read/20200702/540/1261013/mal-phinisi-point-kembali-dibuka-kapasitas-pengunjung-dibatasi,Neutral
09-07-2021,Bisnis.com,"Kabar Baik, Nakes Dapat Jatah 4 Juta Vaksin Moderna dari AS",https://kabar24.bisnis.com/read/20210709/15/1415979/kabar-baik-nakes-dapat-jatah-4-juta-vaksin-moderna-dari-as,Positive
14-02-2018,Bisnis.com,Indonesia Diprediksi Jadi Importir Gandum Terbesar di Dunia,https://www.bisnis.com/read/20180214/496/894756/indonesia-diprediksi-jadi-importir-gandum-terbesar-di-dunia,Neutral
19-10-2019,Bisnis.com,Aparat Perlu Waspadai Dua Ancaman Ini Jelang Pelantikan Presiden,https://kabar24.bisnis.com/read/20191019/15/1160988/aparat-perlu-waspadai-dua-ancaman-ini-jelang-pelantikan-presiden,Neutral
21-12-2025,Bisnis.com,Gibran Dorong Pembangunan Jembatan Gantung Sungai Gomo Dipercepat,https://kabar24.bisnis.com/read/20251221/15/1938563/gibran-dorong-pembangunan-jembatan-gantung-sungai-gomo-dipercepat,Neutral
10-08-2020,Bisnis.com,"Selangkah lagi, Jaksa Pinangki Jadi Tersangka Kasus Gratifikasi Joko Tjandra",https://kabar24.bisnis.com/read/20200810/16/1277419/selangkah-lagi-jaksa-pinangki-jadi-tersangka-kasus-gratifikasi-joko-tjandra,Neutral
21-10-2022,Bisnis.com,"Sewindu Jokowi, Mengurai Bottleneck Revolusi Industri 4.021 Okt 2022 | 20:04 WIB",https://ekonomi.bisnis.com/read/20221021/257/1589999/sewindu-jokowi-mengurai-bottleneck-revolusi-industri-40,Neutral
29-10-2022,Bisnis.com,"Jaga Kepercayaan Investor, Luhut : Pemilu 2024 Harus Damai!29 Okt 2022 | 20:05 WIB",https://ekonomi.bisnis.com/read/20221029/9/1592824/jaga-kepercayaan-investor-luhut-pemilu-2024-harus-damai,Positive
28-08-2021,Bisnis.com,Penjualan Rumah Bersubsidi Triwulan IV/2021 Diproyeksikan Membaik,https://surabaya.bisnis.com/read/20210828/532/1435187/penjualan-rumah-bersubsidi-triwulan-iv2021-diproyeksikan-membaik,Positive
17-07-2025,Bisnis.com,Absennya Ole Bakal Berpengaruh Terhadap Kekuatan Timnas Indonesia di Round 417 Jul 2025 | 20:57 WIB,https://bola.bisnis.com/read/20250717/398/1894227/absennya-ole-bakal-berpengaruh-terhadap-kekuatan-timnas-indonesia-di-round-4,Neutral
17-01-2021,Bisnis.com,"Kajian BNPB: Kerugian Fisik & Ekonomi Gempa Sulbar Sentuh Rp10,21 Triliun17 Jan 2021 | 19:56 WIB",https://kabar24.bisnis.com/read/20210117/15/1344067/kajian-bnpb-kerugian-fisik-ekonomi-gempa-sulbar-sentuh-rp1021-triliun,Neutral
09-07-2022,CNBC Indonesia,"Bayaran Masinis Fantastis, Intip Daftar Gaji Pegawai KAIMarket3 tahun yang lalu",https://www.cnbcindonesia.com/market/20220709191229-17-354327/bayaran-masinis-fantastis-intip-daftar-gaji-pegawai-kai,Neutral
11-12-2025,Bisnis.com,Kapan UMP 2026 Diumumkan? Ini Bocoran Terbaru Wamenaker11 Des 2025 | 20:17 WIB,https://ekonomi.bisnis.com/read/20251211/12/1936171/kapan-ump-2026-diumumkan-ini-bocoran-terbaru-wamenaker,Neutral
04-01-2021,CNBC Indonesia,"Pakai Mobil Listrik Lebih Murah, RI Pilih Impor BBMNews5 tahun yang lalu",https://www.cnbcindonesia.com/news/20210104195434-4-213469/pakai-mobil-listrik-lebih-murah-ri-pilih-impor-bbm,Neutral
06-06-2024,Bisnis.com,"AS Umumkan Bantuan Kemanusiaan Rp1,4 Triliun untuk Palestina",https://kabar24.bisnis.com/read/20240606/19/1771900/as-umumkan-bantuan-kemanusiaan-rp14-triliun-untuk-palestina,Neutral
18-04-2022,Bisnis.com,NU Care dan Bank Mandiri Gelar Mudik Gratis Plus Sembako. Cek Syarat dan Cara Daftarnya,https://ekonomi.bisnis.com/read/20220418/98/1524252/nu-care-dan-bank-mandiri-gelar-mudik-gratis-plus-sembako-cek-syarat-dan-cara-daftarnya,Neutral
18-04-2019,Bisnis.com,"Daftar Internet Fiber Tercepat di Asia Tenggara, Indonesia Nomor Berapa?18 Apr 2019 | 20:54 WIB",https://teknologi.bisnis.com/read/20190418/101/913398/daftar-internet-fiber-tercepat-di-asia-tenggara-indonesia-nomor-berapa,Neutral
29-08-2018,CNBC Indonesia,PP Energi Siap IPO Tahun DepanMarket7 tahun yang lalu,https://www.cnbcindonesia.com/market/20180829202536-17-30888/pp-energi-siap-ipo-tahun-depan,Positive
30-09-2025,Bisnis.com,Mathew Baker Resmi Teken Kontrak Profesional dengan Melbourne City,https://bola.bisnis.com/read/20250930/397/1916253/mathew-baker-resmi-teken-kontrak-profesional-dengan-melbourne-city,Neutral
30-06-2021,Bisnis.com,"Semester I/2021, PLN Tuntaskan 14 Proyek Kelistrikan Strategis di Jawa Bagian Barat",https://ekonomi.bisnis.com/read/20210630/44/1412019/semester-i2021-pln-tuntaskan-14-proyek-kelistrikan-strategis-di-jawa-bagian-barat,Positive
02-08-2019,Bisnis.com,Komitmen Hotel Borobudur terhadap Kelestarian Lingkungan,https://kabar24.bisnis.com/read/20190802/79/1132126/komitmen-hotel-borobudur-terhadap-kelestarian-lingkungan,Neutral
23-11-2021,Bisnis.com,3 Cara Meminta Maaf ke Pasangan,https://lifestyle.bisnis.com/read/20211123/54/1469676/3-cara-meminta-maaf-ke-pasangan,Neutral
29-10-2020,Bisnis.com,"Konsulat Prancis di Jeddah, Arab Saudi, Diserang Pria dengan Sajam",https://kabar24.bisnis.com/read/20201029/19/1311376/konsulat-prancis-di-jeddah-arab-saudi-diserang-pria-dengan-sajam,Neutral
25-08-2025,Bisnis.com,"Hubungan Bilateral RI-China Masuk Umur 75 Tahun, Kerja Sama Saling Menguntungkan25 Agt 2025 | 23:00 WIB",https://ekonomi.bisnis.com/read/20250825/9/1905585/hubungan-bilateral-ri-china-masuk-umur-75-tahun-kerja-sama-saling-menguntungkan,Neutral
13-12-2020,CNBC Indonesia,"Tanpa 3M, Vaksin Covid-19 Sulit Ciptakan Herd Immunity di RITech5 tahun yang lalu",https://www.cnbcindonesia.com/tech/20201213200800-37-208794/tanpa-3m-vaksin-covid-19-sulit-ciptakan-herd-immunity-di-ri,Neutral
25-03-2019,Bisnis.com,Inaplas Siapkan Peta Jalan Industri Daur Ulang Plastik,https://ekonomi.bisnis.com/read/20190325/257/904225/inaplas-siapkan-peta-jalan-industri-daur-ulang-plastik,Neutral
01-06-2020,Bisnis.com,"New Normal, Ciputra Development (CTRA) Pasang Sikap Konservatif",https://ekonomi.bisnis.com/read/20200601/47/1247084/new-normal-ciputra-development-ctra-pasang-sikap-konservatif,Positive
